FactorID,Scope,Category1,Category2,Category3,Category4,Description,UOM,GHGUnit,Factor,FactorYear,PublicationDate,PublicationVersion
,Scope 1,Fuels,Gaseous fuels,LPG,,,kWh (Gross CV),kg CO2e of CO2,0.21419,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,LPG,,,kWh (Gross CV),kg CO2e of CH4,0.00017,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,LPG,,,kWh (Gross CV),kg CO2e of N2O,0.00013,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e,2539.25,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e of CO2,2534.47,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e of CH4,3.44,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,tonnes,kg CO2e of N2O,1.34,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e,2.01574,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e of CO2,2.01193,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e of CH4,0.00274,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,cubic metres,kg CO2e of N2O,0.00107,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e,0.20227,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e of CO2,0.20188,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e of CH4,0.00028,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Net CV),kg CO2e of N2O,0.00011,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e,0.18254,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e of CO2,0.18219,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e of CH4,0.00025,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas,,,kWh (Gross CV),kg CO2e of N2O,0.0001,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e,2559.17,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e of CO2,2554.39,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e of CH4,3.44,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,tonnes,kg CO2e of N2O,1.34,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e,2.03155,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e of CO2,2.02774,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e of CH4,0.00274,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,cubic metres,kg CO2e of N2O,0.00107,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e,0.20386,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e of CO2,0.20347,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e of CH4,0.00028,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Net CV),kg CO2e of N2O,0.00011,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e,0.18397,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e of CO2,0.18362,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e of CH4,0.00025,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),,,kWh (Gross CV),kg CO2e of N2O,0.0001,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e,2578.25,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e of CO2,2575.7,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e of CH4,1.17,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,tonnes,kg CO2e of N2O,1.39,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e,0.94441,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e of CO2,0.94348,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e of CH4,0.00043,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,litres,kg CO2e of N2O,0.00051,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e,0.19917,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e of CO2,0.19897,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e of CH4,0.00009,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Net CV),kg CO2e of N2O,0.00011,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e,0.18324,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e of CO2,0.18305,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e of CH4,0.00008,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,,kWh (Gross CV),kg CO2e of N2O,0.0001,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e,2997.55,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e of CO2,2993.4,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e of CH4,2.31,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,tonnes,kg CO2e of N2O,1.85,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,litres,kg CO2e,1.54354,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,litres,kg CO2e of CO2,1.5414,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,litres,kg CO2e of CH4,0.00119,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,litres,kg CO2e of N2O,0.00095,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e,0.23257,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e of CO2,0.23225,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e of CH4,0.00018,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e of N2O,0.00014,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e,0.21411,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e of CO2,0.21381,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e of CH4,0.00016,2022,08/09/2022,3
,Scope 1,Fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e of N2O,0.00013,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e,3192.76,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e of CO2,3127.67,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e of CH4,35.29,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e of N2O,29.8,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e,2.33048,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e of CO2,2.28297,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e of CH4,0.02576,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e of N2O,0.02175,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e,0.25658,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e of CO2,0.25135,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e of CH4,0.00284,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e of N2O,0.00239,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e,0.24375,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e of CO2,0.23878,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e of CH4,0.00269,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e of N2O,0.00228,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e,3181.43,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e of CO2,3149.67,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e of CH4,1.96,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e of N2O,29.8,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e,2.54514,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e of CO2,2.51973,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e of CH4,0.00157,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e of N2O,0.02384,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e,0.26086,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e of CO2,0.25826,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e of CH4,0.00016,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e of N2O,0.00244,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e,0.24782,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e of CO2,0.24535,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e of CH4,0.00015,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e of N2O,0.00232,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e,3165.01,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e of CO2,3149.67,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e of CH4,7.5,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e of N2O,7.84,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,litres,kg CO2e,2.54013,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,litres,kg CO2e of CO2,2.52782,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,litres,kg CO2e of CH4,0.00602,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,litres,kg CO2e of N2O,0.00629,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e,0.25975,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e of CO2,0.25849,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e of CH4,0.00062,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e of N2O,0.00064,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e,0.24677,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e of CO2,0.24557,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e of CH4,0.00059,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e of N2O,0.00061,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e,3032.89,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e of CO2,2988.85,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e of CH4,0.31,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e of N2O,43.73,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e,2.55784,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e of CO2,2.52058,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e of CH4,0.00026,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e of N2O,0.037,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e,0.25631,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e of CO2,0.25257,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e of CH4,0.00003,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e of N2O,0.00371,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e,0.24115,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e of CO2,0.23764,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e of CH4,0.00002,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e of N2O,0.00349,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e,3208.76,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e of CO2,3164.33,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e of CH4,0.31,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e of N2O,44.12,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e,2.6988,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e of CO2,2.66134,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e of CH4,0.00026,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e of N2O,0.0372,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e,0.26939,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e of CO2,0.26565,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e of CH4,0.00003,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e of N2O,0.00371,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e,0.25321,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e of CO2,0.24971,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e of CH4,0.00002,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e of N2O,0.00348,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e,3229.2,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e of CO2,3216.38,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e of CH4,4.81,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e of N2O,8.01,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,,litres,kg CO2e,3.17523,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,,litres,kg CO2e of CO2,3.16262,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,,litres,kg CO2e of CH4,0.00473,2022,08/09/2022,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,,litres,kg CO2e of N2O,0.00788,2022,08/09/2022,3
