FactorID,Scope,Category1,Category2,Category3,Category4,Description,UOM,GHGUnit,Factor,FactorYear,PublicationDate,PublicationVersion
5_305_3111_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CO2e of CH4 per unit,0.000112,2023,20/06/2023,1.1
5_305_3111_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CO2e of N2O per unit,0.005317785,2023,20/06/2023,1.1
5_305_3112_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,kg CO2e,0.578299785,2023,20/06/2023,1.1
5_305_3112_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,kg CO2e of CO2 per unit,0.57287,2023,20/06/2023,1.1
5_305_3112_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,kg CO2e of CH4 per unit,0.000112,2023,20/06/2023,1.1
5_305_3112_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,kg CO2e of N2O per unit,0.005317785,2023,20/06/2023,1.1
5_305_3109_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e,0.866523898,2023,20/06/2023,1.1
5_305_3109_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e of CO2 per unit,0.85779,2023,20/06/2023,1.1
5_305_3109_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e of CH4 per unit,0.0001792,2023,20/06/2023,1.1
5_305_3109_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e of N2O per unit,0.008554698,2023,20/06/2023,1.1
5_305_3110_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e,0.941113898,2023,20/06/2023,1.1
5_305_3110_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e of CO2 per unit,0.93238,2023,20/06/2023,1.1
5_305_3110_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e of CH4 per unit,0.0001792,2023,20/06/2023,1.1
5_305_3110_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e of N2O per unit,0.008554698,2023,20/06/2023,1.1
5_305_3111_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e,1.015703898,2023,20/06/2023,1.1
5_305_3111_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e of CO2 per unit,1.00697,2023,20/06/2023,1.1
5_305_3111_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e of CH4 per unit,0.0001792,2023,20/06/2023,1.1
5_305_3111_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e of N2O per unit,0.008554698,2023,20/06/2023,1.1
5_305_3112_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,kg CO2e,0.930673898,2023,20/06/2023,1.1
5_305_3112_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,kg CO2e of CO2 per unit,0.92194,2023,20/06/2023,1.1
5_305_3112_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,kg CO2e of CH4 per unit,0.0001792,2023,20/06/2023,1.1
5_305_3112_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,kg CO2e of N2O per unit,0.008554698,2023,20/06/2023,1.1
5_305_3113_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2e,0.643987118,2023,20/06/2023,1.1
5_305_3113_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2e of CO2 per unit,0.63737,2023,20/06/2023,1.1
5_305_3113_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2e of CH4 per unit,0.0001344,2023,20/06/2023,1.1
5_305_3113_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2e of N2O per unit,0.006482718,2023,20/06/2023,1.1
5_305_3114_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e,0.735037118,2023,20/06/2023,1.1
5_305_3114_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e of CO2 per unit,0.72842,2023,20/06/2023,1.1
5_305_3114_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e of CH4 per unit,0.0001344,2023,20/06/2023,1.1
5_305_3114_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e of N2O per unit,0.006482718,2023,20/06/2023,1.1
5_305_3115_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e,0.826087118,2023,20/06/2023,1.1
5_305_3115_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e of CO2 per unit,0.81947,2023,20/06/2023,1.1
5_305_3115_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e of CH4 per unit,0.0001344,2023,20/06/2023,1.1
5_305_3115_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e of N2O per unit,0.006482718,2023,20/06/2023,1.1
5_305_3116_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e,0.705897118,2023,20/06/2023,1.1
5_305_3116_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e of CO2 per unit,0.69928,2023,20/06/2023,1.1
5_305_3116_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e of CH4 per unit,0.0001344,2023,20/06/2023,1.1
5_305_3116_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e of N2O per unit,0.006482718,2023,20/06/2023,1.1
5_305_3113_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e,1.03639504,2023,20/06/2023,1.1
5_305_3113_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e of CO2 per unit,1.02574,2023,20/06/2023,1.1
5_305_3113_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e of CH4 per unit,0.000224,2023,20/06/2023,1.1
5_305_3113_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e of N2O per unit,0.01043104,2023,20/06/2023,1.1
5_305_3114_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e,1.18293504,2023,20/06/2023,1.1
5_305_3114_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e of CO2 per unit,1.17228,2023,20/06/2023,1.1
5_305_3114_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e of CH4 per unit,0.000224,2023,20/06/2023,1.1
5_305_3114_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e of N2O per unit,0.01043104,2023,20/06/2023,1.1
5_305_3115_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e,1.32946504,2023,20/06/2023,1.1
5_305_3115_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of CO2 per unit,1.31881,2023,20/06/2023,1.1
5_305_3115_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of CH4 per unit,0.000224,2023,20/06/2023,1.1
5_305_3115_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of N2O per unit,0.01043104,2023,20/06/2023,1.1
5_305_3116_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e,1.13603504,2023,20/06/2023,1.1
5_305_3116_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of CO2 per unit,1.12538,2023,20/06/2023,1.1
5_305_3116_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of CH4 per unit,0.000224,2023,20/06/2023,1.1
5_305_3116_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of N2O per unit,0.01043104,2023,20/06/2023,1.1
5_305_3117_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e,0.888835107,2023,20/06/2023,1.1
5_305_3117_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of CO2 per unit,0.87802,2023,20/06/2023,1.1
5_305_3117_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of CH4 per unit,0.000224,2023,20/06/2023,1.1
5_305_3117_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of N2O per unit,0.010591107,2023,20/06/2023,1.1
5_305_3118_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e,1.081575107,2023,20/06/2023,1.1
5_305_3118_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of CO2 per unit,1.07076,2023,20/06/2023,1.1
5_305_3118_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of CH4 per unit,0.000224,2023,20/06/2023,1.1
5_305_3118_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of N2O per unit,0.010591107,2023,20/06/2023,1.1
5_305_3119_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e,1.274315107,2023,20/06/2023,1.1
5_305_3119_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of CO2 per unit,1.2635,2023,20/06/2023,1.1
5_305_3119_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of CH4 per unit,0.000224,2023,20/06/2023,1.1
5_305_3119_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of N2O per unit,0.010591107,2023,20/06/2023,1.1
5_305_3120_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e,1.160315107,2023,20/06/2023,1.1
5_305_3120_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of CO2 per unit,1.1495,2023,20/06/2023,1.1
5_305_3120_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of CH4 per unit,0.000224,2023,20/06/2023,1.1
5_305_3120_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of N2O per unit,0.010591107,2023,20/06/2023,1.1
5_305_3117_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e,1.430447855,2023,20/06/2023,1.1
5_305_3117_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of CO2 per unit,1.41304,2023,20/06/2023,1.1
5_305_3117_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of CH4 per unit,0.0003696,2023,20/06/2023,1.1
5_305_3117_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of N2O per unit,0.017038255,2023,20/06/2023,1.1
5_305_3118_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e,1.740627855,2023,20/06/2023,1.1
5_305_3118_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of CO2 per unit,1.72322,2023,20/06/2023,1.1
5_305_3118_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of CH4 per unit,0.0003696,2023,20/06/2023,1.1
5_305_3118_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of N2O per unit,0.017038255,2023,20/06/2023,1.1
5_305_3119_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e,2.050807855,2023,20/06/2023,1.1
5_305_3119_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of CO2 per unit,2.0334,2023,20/06/2023,1.1
5_305_3119_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of CH4 per unit,0.0003696,2023,20/06/2023,1.1
5_305_3119_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of N2O per unit,0.017038255,2023,20/06/2023,1.1
5_305_3120_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e,1.867357855,2023,20/06/2023,1.1
5_305_3120_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of CO2 per unit,1.84995,2023,20/06/2023,1.1
5_305_3120_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of CH4 per unit,0.0003696,2023,20/06/2023,1.1
5_305_3120_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of N2O per unit,0.017038255,2023,20/06/2023,1.1
5_305_3121_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,kg CO2e,0.783584125,2023,20/06/2023,1.1
5_305_3121_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,kg CO2e of CO2 per unit,0.77451,2023,20/06/2023,1.1
5_305_3121_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,kg CO2e of CH4 per unit,0.0001904,2023,20/06/2023,1.1
5_305_3121_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,kg CO2e of N2O per unit,0.008883725,2023,20/06/2023,1.1
5_305_3122_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,kg CO2e,0.932444125,2023,20/06/2023,1.1
5_305_3122_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,kg CO2e of CO2 per unit,0.92337,2023,20/06/2023,1.1
5_305_3122_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,kg CO2e of CH4 per unit,0.0001904,2023,20/06/2023,1.1
5_305_3122_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,kg CO2e of N2O per unit,0.008883725,2023,20/06/2023,1.1
5_305_3123_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,kg CO2e,1.081304125,2023,20/06/2023,1.1
5_305_3123_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,kg CO2e of CO2 per unit,1.07223,2023,20/06/2023,1.1
5_305_3123_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,kg CO2e of CH4 per unit,0.0001904,2023,20/06/2023,1.1
5_305_3123_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,kg CO2e of N2O per unit,0.008883725,2023,20/06/2023,1.1
5_305_3124_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,kg CO2e,0.980254125,2023,20/06/2023,1.1
5_305_3124_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,kg CO2e of CO2 per unit,0.97118,2023,20/06/2023,1.1
5_305_3124_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,kg CO2e of CH4 per unit,0.0001904,2023,20/06/2023,1.1
5_305_3124_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,kg CO2e of N2O per unit,0.008883725,2023,20/06/2023,1.1
5_305_3121_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,kg CO2e,1.261042836,2023,20/06/2023,1.1
5_305_3121_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,kg CO2e of CO2 per unit,1.24645,2023,20/06/2023,1.1
5_305_3121_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,kg CO2e of CH4 per unit,0.0003024,2023,20/06/2023,1.1
5_305_3121_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,kg CO2e of N2O per unit,0.014290436,2023,20/06/2023,1.1
5_305_3122_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,kg CO2e,1.500612836,2023,20/06/2023,1.1
5_305_3122_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,kg CO2e of CO2 per unit,1.48602,2023,20/06/2023,1.1
5_305_3122_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,kg CO2e of CH4 per unit,0.0003024,2023,20/06/2023,1.1
5_305_3122_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,kg CO2e of N2O per unit,0.014290436,2023,20/06/2023,1.1
5_305_3123_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,kg CO2e,1.740182836,2023,20/06/2023,1.1
5_305_3123_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,kg CO2e of CO2 per unit,1.72559,2023,20/06/2023,1.1
5_305_3123_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,kg CO2e of CH4 per unit,0.0003024,2023,20/06/2023,1.1
5_305_3123_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,kg CO2e of N2O per unit,0.014290436,2023,20/06/2023,1.1
5_305_3124_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,kg CO2e,1.577542836,2023,20/06/2023,1.1
5_305_3124_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,kg CO2e of CO2 per unit,1.56295,2023,20/06/2023,1.1
5_305_3124_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,kg CO2e of CH4 per unit,0.0003024,2023,20/06/2023,1.1
5_305_3124_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,kg CO2e of N2O per unit,0.014290436,2023,20/06/2023,1.1
5_305_3125_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e,0.711828267,2023,20/06/2023,1.1
5_305_3125_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e of CO2 per unit,0.69962,2023,20/06/2023,1.1
5_305_3125_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e of CH4 per unit,0.0001232,2023,20/06/2023,1.1
5_305_3125_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e of N2O per unit,0.012085067,2023,20/06/2023,1.1
5_305_3126_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e,0.886728267,2023,20/06/2023,1.1
5_305_3126_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e of CO2 per unit,0.87452,2023,20/06/2023,1.1
5_305_3126_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e of CH4 per unit,0.0001232,2023,20/06/2023,1.1
5_305_3126_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e of N2O per unit,0.012085067,2023,20/06/2023,1.1
5_305_3127_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e,1.061638267,2023,20/06/2023,1.1
5_305_3127_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e of CO2 per unit,1.04943,2023,20/06/2023,1.1
5_305_3127_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e of CH4 per unit,0.0001232,2023,20/06/2023,1.1
5_305_3127_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e of N2O per unit,0.012085067,2023,20/06/2023,1.1
5_305_3128_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e,0.886728267,2023,20/06/2023,1.1
5_305_3128_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e of CO2 per unit,0.87452,2023,20/06/2023,1.1
5_305_3128_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e of CH4 per unit,0.0001232,2023,20/06/2023,1.1
5_305_3128_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e of N2O per unit,0.012085067,2023,20/06/2023,1.1
5_305_3125_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e,1.145559662,2023,20/06/2023,1.1
5_305_3125_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e of CO2 per unit,1.12593,2023,20/06/2023,1.1
5_305_3125_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e of CH4 per unit,0.0001904,2023,20/06/2023,1.1
5_305_3125_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e of N2O per unit,0.019439262,2023,20/06/2023,1.1
5_305_3126_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e,1.427039662,2023,20/06/2023,1.1
5_305_3126_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e of CO2 per unit,1.40741,2023,20/06/2023,1.1
5_305_3126_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e of CH4 per unit,0.0001904,2023,20/06/2023,1.1
5_305_3126_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e of N2O per unit,0.019439262,2023,20/06/2023,1.1
