FactorID,Scope,Category1,Category2,Category3,Category4,Description,UOM,GHGUnit,Factor,FactorYear,PublicationDate,PublicationVersion
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00008,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Energy - Gross CV,kWh (Gross CV),kg CO2,0.18305,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Energy - Gross CV,kWh (Gross CV),kg N2O,0.0001,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Energy - Net CV,kWh (Net CV),kg CO2e,0.19917,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Energy - Net CV,kWh (Net CV),kg CH4,0.00009,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Energy - Net CV,kWh (Net CV),kg CO2,0.19897,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Energy - Net CV,kWh (Net CV),kg N2O,0.00011,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Volume,litres,kg CO2e,0.94441,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Volume,litres,kg CH4,0.00043,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Volume,litres,kg CO2,0.94348,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Volume,litres,kg N2O,0.00051,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Tonnes,tonnes,kg CO2e,2578.25,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Tonnes,tonnes,kg CH4,1.17,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Tonnes,tonnes,kg CO2,2575.7,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,,Tonnes,tonnes,kg N2O,1.39,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.21411,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00016,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Energy - Gross CV,kWh (Gross CV),kg CO2,0.21381,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00013,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Energy - Net CV,kWh (Net CV),kg CO2e,0.23257,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Energy - Net CV,kWh (Net CV),kg CH4,0.00018,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Energy - Net CV,kWh (Net CV),kg CO2,0.23225,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Energy - Net CV,kWh (Net CV),kg N2O,0.00014,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Volume,litres,kg CO2e,1.54354,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Volume,litres,kg CH4,0.00119,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Volume,litres,kg CO2,1.5414,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Volume,litres,kg N2O,0.00095,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Tonnes,tonnes,kg CO2e,2997.55,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Tonnes,tonnes,kg CH4,2.31,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Tonnes,tonnes,kg CO2,2993.4,2021,22/10/2021,3
,Scope 1,Fuels,Gaseous fuels,Propane,,Tonnes,tonnes,kg N2O,1.85,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.24375,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00269,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Gross CV,kWh (Gross CV),kg CO2,0.23878,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00228,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Net CV,kWh (Net CV),kg CO2e,0.25658,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Net CV,kWh (Net CV),kg CH4,0.00284,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Net CV,kWh (Net CV),kg CO2,0.25135,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Net CV,kWh (Net CV),kg N2O,0.00239,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,kg CO2e,2.33048,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,kg CH4,0.02576,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,kg CO2,2.28297,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,kg N2O,0.02175,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,kg CO2e,3192.76,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,kg CH4,35.29,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,kg CO2,3127.67,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,kg N2O,29.8,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.24782,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00015,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh (Gross CV),kg CO2,0.24535,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00232,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh (Net CV),kg CO2e,0.26086,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh (Net CV),kg CH4,0.00016,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh (Net CV),kg CO2,0.25826,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh (Net CV),kg N2O,0.00244,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,kg CO2e,2.54514,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,kg CH4,0.00157,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,kg CO2,2.51973,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,kg N2O,0.02384,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,kg CO2e,3181.43,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,kg CH4,1.96,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,kg CO2,3149.67,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,kg N2O,29.8,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.24677,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00059,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh (Gross CV),kg CO2,0.24557,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00061,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh (Net CV),kg CO2e,0.25975,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh (Net CV),kg CH4,0.00062,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh (Net CV),kg CO2,0.25849,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh (Net CV),kg N2O,0.00064,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,kg CO2e,2.54014,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,kg CH4,0.00602,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,kg CO2,2.52782,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,kg N2O,0.00629,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,kg CO2e,3165.01,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,kg CH4,7.5,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,kg CO2,3149.67,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,kg N2O,7.84,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.23686,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00002,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh (Gross CV),kg CO2,0.23335,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00349,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh (Net CV),kg CO2e,0.25165,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh (Net CV),kg CH4,0.00003,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh (Net CV),kg CO2,0.24792,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh (Net CV),kg N2O,0.00371,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,kg CO2e,2.51233,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,kg CH4,0.00026,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,kg CO2,2.47507,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,kg N2O,0.037,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,kg CO2e,2969.07,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,kg CH4,0.31,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,kg CO2,2925.03,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,kg N2O,43.73,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.25338,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00002,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh (Gross CV),kg CO2,0.24987,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00348,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh (Net CV),kg CO2e,0.26955,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh (Net CV),kg CH4,0.00003,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh (Net CV),kg CO2,0.26582,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh (Net CV),kg N2O,0.00371,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,kg CO2e,2.70553,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,kg CH4,0.00026,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,kg CO2,2.66807,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,kg N2O,0.0372,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,kg CO2e,3208.76,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,kg CH4,0.31,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,kg CO2,3164.33,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,kg N2O,44.12,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.26815,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh (Gross CV),kg CH4,0.0004,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh (Gross CV),kg CO2,0.26709,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh (Gross CV),kg N2O,0.00067,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Net CV,kWh (Net CV),kg CO2e,0.28527,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Net CV,kWh (Net CV),kg CH4,0.00042,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Net CV,kWh (Net CV),kg CO2,0.28413,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Net CV,kWh (Net CV),kg N2O,0.00071,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Volume,litres,kg CO2e,3.17522,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Volume,litres,kg CH4,0.00473,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Volume,litres,kg CO2,3.16262,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Volume,litres,kg N2O,0.00788,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Tonnes,tonnes,kg CO2e,3229.2,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Tonnes,tonnes,kg CH4,4.81,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Tonnes,tonnes,kg CO2,3216.38,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Fuel oil,,Tonnes,tonnes,kg N2O,8.01,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Gross CV,kWh (Gross CV),kg CO2e,0.25679,2021,22/10/2021,3
,Scope 1,Fuels,Liquid fuels,Gas oil,,Energy - Gross CV,kWh (Gross CV),kg CH4,0.00026,2021,22/10/2021,3
